date,item,quantity
2023-07-09,Danish,53
2023-07-12,Croissant,40
2023-07-12,Danish,44
2023-07-13,Croissant,31
2023-07-13,Danish,54
2023-07-14,Croissant,98
2023-07-14,Danish,42
2023-07-15,Croissant,101
2023-07-15,Danish,62
2023-07-16,Croissant,73
2023-07-16,Danish,53
2023-07-19,Croissant,63
2023-07-19,Danish,42
2023-07-20,Croissant,56
2023-07-20,Danish,43
2023-07-21,Croissant,67
2023-07-21,Danish,84
2023-07-22,Croissant,71
2023-07-22,Danish,65
2023-07-23,Croissant,96
2023-07-23,Danish,56
2023-07-26,Croissant,36
2023-07-26,Danish,41
2023-07-27,Croissant,56
2023-07-27,Danish,53
2023-07-28,Croissant,79
2023-07-28,Danish,47
2023-07-29,Croissant,106
2023-07-29,Danish,82
2023-07-30,Croissant,65
2023-07-30,Danish,53
2023-08-02,Croissant,68
2023-08-02,Danish,56
2023-08-03,Croissant,94
2023-08-03,Danish,59
2023-08-04,Croissant,75
2023-08-04,Danish,62
2023-08-05,Croissant,114
2023-08-05,Danish,70
2023-08-06,Croissant,71
2023-08-06,Danish,53
2023-08-09,Croissant,34
2023-08-09,Danish,35
2023-08-10,Croissant,97
2023-08-10,Danish,58
2023-08-11,Croissant,89
2023-08-11,Danish,66
2023-08-12,Croissant,113
2023-08-12,Danish,66
2023-08-13,Croissant,84
2023-08-13,Danish,71
2023-08-16,Croissant,73
2023-08-16,Danish,57
2023-08-17,Croissant,86
2023-08-17,Danish,43
2023-08-18,Croissant,97
2023-08-18,Danish,54
2023-08-19,Croissant,102
2023-08-19,Danish,68
2023-08-20,Croissant,86
2023-08-20,Danish,74
2023-08-23,Croissant,57
2023-08-23,Danish,52
2023-08-24,Croissant,74
2023-08-24,Danish,34
2023-08-25,Croissant,69
2023-08-25,Danish,64
2023-08-26,Croissant,102
2023-08-26,Danish,67
2023-08-27,Croissant,68
2023-08-27,Danish,49
2023-08-31,Croissant,66
2023-08-31,Danish,45
2023-09-01,Croissant,78
2023-09-01,Danish,58
2023-09-02,Croissant,111
2023-09-02,Danish,57
2023-09-03,Croissant,82
2023-09-03,Danish,65
2023-09-07,Croissant,32
2023-09-07,Danish,30
2023-09-08,Croissant,59
2023-09-08,Danish,49
2023-09-09,Croissant,58
2023-09-09,Danish,55
2023-09-10,Croissant,79
2023-09-10,Danish,43
2023-09-16,Croissant,84
2023-09-16,Danish,40
2023-09-17,Croissant,83
2023-09-17,Danish,53
2023-09-22,Croissant,85
2023-09-22,Danish,49
2023-09-23,Croissant,94
2023-09-23,Danish,81
2023-09-24,Croissant,93
2023-09-24,Danish,33
2023-09-29,Croissant,65
2023-09-29,Danish,48
2023-09-30,Croissant,65
2023-09-30,Danish,59
2023-10-01,Croissant,60
2023-10-01,Danish,34
2023-10-06,Croissant,84
2023-10-06,Danish,41
2023-10-07,Croissant,106
2023-10-07,Danish,57
2023-10-08,Croissant,78
2023-10-08,Danish,43
2023-10-13,Croissant,66
2023-10-13,Danish,38
2023-10-14,Croissant,86
2023-10-14,Danish,46
2023-10-15,Croissant,26
2023-10-15,Danish,46
2023-10-20,Croissant,38
2023-10-20,Danish,40
2023-10-21,Croissant,66
2023-10-21,Danish,61
2023-10-22,Croissant,77
2023-10-22,Danish,33
2023-10-27,Croissant,71
2023-10-27,Danish,36
2023-10-28,Croissant,65
2023-10-28,Danish,40
2023-10-29,Croissant,34
2023-10-29,Danish,21
2023-11-03,Croissant,58
2023-11-03,Danish,26
2023-11-04,Croissant,58
2023-11-04,Danish,45
2023-11-05,Croissant,36
2023-11-05,Danish,33
2023-11-10,Croissant,56
2023-11-10,Danish,33
2023-11-11,Croissant,67
2023-11-12,Croissant,33
2023-11-12,Danish,29
2023-11-22,Croissant,69
2023-12-01,Croissant,33
2023-12-01,Danish,12
2023-12-02,Croissant,40
2023-12-02,Danish,39
2023-12-03,Croissant,33
2023-12-03,Danish,22
2023-12-08,Croissant,50
2023-12-08,Danish,22
2023-12-09,Croissant,42
2023-12-09,Danish,42
2023-12-10,Croissant,36
2023-12-10,Danish,17
2023-12-15,Croissant,39
2023-12-15,Danish,23
2023-12-16,Croissant,55
2023-12-16,Danish,32
2023-12-17,Croissant,24
2023-12-17,Danish,26
2023-12-22,Croissant,46
2023-12-22,Danish,21
2023-12-23,Croissant,54
2023-12-23,Danish,32
2023-12-24,Croissant,53
2023-12-24,Danish,41
2023-12-29,Croissant,31
2023-12-29,Danish,20
2023-12-30,Croissant,35
2023-12-30,Danish,26
2023-12-31,Croissant,33
2023-12-31,Danish,8
2024-01-12,Croissant,38
2024-01-12,Danish,22
2024-01-13,Croissant,47
2024-01-13,Danish,35
2024-01-14,Croissant,29
2024-01-14,Danish,13
2024-01-19,Croissant,16
2024-01-19,Danish,16
2024-01-20,Croissant,32
2024-01-20,Danish,20
2024-01-21,Croissant,10
2024-01-21,Danish,21
2024-01-27,Croissant,41
2024-01-27,Danish,28
2024-01-28,Croissant,36
2024-01-28,Danish,27
2024-02-02,Croissant,46
2024-02-02,Danish,19
2024-02-03,Croissant,51
2024-02-03,Danish,46
2024-02-04,Croissant,29
2024-02-04,Danish,29
2024-02-09,Croissant,47
2024-02-09,Danish,34
2024-02-10,Croissant,42
2024-02-10,Danish,48
2024-02-11,Croissant,27
2024-02-11,Danish,20
2024-02-16,Croissant,11
2024-02-17,Croissant,36
2024-02-17,Danish,45
2024-02-18,Croissant,42
2024-02-18,Danish,30
2024-02-23,Croissant,28
2024-02-23,Danish,31
2024-02-24,Croissant,62
2024-02-24,Danish,37
2024-02-25,Croissant,29
2024-02-25,Danish,24
2024-03-01,Croissant,46
2024-03-01,Danish,24
2024-03-02,Croissant,53
2024-03-02,Danish,40
2024-03-03,Croissant,7
2024-03-03,Danish,32
2024-03-08,Croissant,44
2024-03-08,Danish,26
2024-03-09,Croissant,68
2024-03-09,Danish,43
2024-03-10,Croissant,42
2024-03-10,Danish,27
2024-03-15,Croissant,29
2024-03-15,Danish,23
2024-03-16,Croissant,20
2024-03-16,Danish,27
2024-03-17,Croissant,45
2024-03-17,Danish,29
2024-03-22,Croissant,33
2024-03-22,Danish,26
2024-03-23,Croissant,49
2024-03-23,Danish,18
2024-03-24,Croissant,40
2024-03-24,Danish,29
2024-03-28,Croissant,29
2024-03-28,Danish,13
2024-03-29,Croissant,45
2024-03-29,Danish,17
2024-03-30,Croissant,88
2024-03-30,Danish,54
2024-04-06,Croissant,70
2024-04-06,Danish,31
2024-04-07,Croissant,36
2024-04-07,Danish,47
2024-04-08,Danish,19
2024-04-11,Croissant,21
2024-04-11,Danish,13
2024-04-12,Croissant,30
2024-04-12,Danish,26
2024-04-13,Croissant,54
2024-04-13,Danish,27
2024-04-14,Croissant,41
2024-04-14,Danish,35
2024-04-18,Croissant,16
2024-04-18,Danish,22
2024-04-19,Croissant,60
2024-04-19,Danish,27
2024-04-20,Croissant,51
2024-04-20,Danish,33
2024-04-21,Croissant,33
2024-04-21,Danish,19
2024-04-25,Croissant,18
2024-04-25,Danish,16
2024-04-26,Croissant,17
2024-04-26,Danish,27
2024-04-27,Croissant,48
2024-04-27,Danish,33
2024-04-28,Croissant,53
2024-04-28,Danish,28
2024-05-02,Croissant,25
2024-05-02,Danish,18
2024-05-03,Croissant,34
2024-05-03,Danish,14
2024-05-04,Croissant,54
2024-05-04,Danish,45
2024-05-05,Croissant,28
2024-05-05,Danish,18
2024-05-09,Croissant,9
2024-05-09,Danish,12
2024-05-10,Croissant,38
2024-05-10,Danish,32
2024-05-11,Croissant,62
2024-05-11,Danish,50
2024-05-12,Croissant,54
2024-05-12,Danish,32
2024-05-16,Croissant,21
2024-05-16,Danish,26
2024-05-17,Croissant,33
2024-05-17,Danish,14
2024-05-18,Croissant,83
2024-05-18,Danish,50
2024-05-19,Croissant,48
2024-05-19,Danish,34
2024-05-23,Croissant,34
2024-05-23,Danish,15
2024-05-24,Croissant,58
2024-05-24,Danish,39
2024-05-25,Croissant,89
2024-05-25,Danish,50
2024-05-26,Croissant,116
2024-05-26,Danish,36
2024-05-30,Croissant,14
2024-05-30,Danish,21
2024-05-31,Croissant,73
2024-05-31,Danish,1
2024-06-01,Croissant,91
2024-06-01,Danish,44
2024-06-02,Croissant,54
2024-06-02,Danish,44
2024-06-06,Croissant,27
2024-06-06,Danish,12
2024-06-07,Croissant,25
2024-06-07,Danish,10
2024-06-08,Croissant,41
2024-06-08,Danish,37
2024-06-09,Croissant,14
2024-06-13,Croissant,35
2024-06-13,Danish,22
2024-06-14,Croissant,48
2024-06-14,Danish,28
2024-06-15,Croissant,69
2024-06-15,Danish,40
2024-06-16,Croissant,66
2024-06-16,Danish,34
2024-06-17,Croissant,7
2024-06-20,Croissant,20
2024-06-20,Danish,10
2024-06-21,Croissant,68
2024-06-21,Danish,11
2024-06-22,Croissant,67
2024-06-22,Danish,48
2024-06-23,Croissant,36
2024-06-23,Danish,38
2024-06-24,Croissant,31
2024-06-24,Danish,7
2024-06-27,Croissant,35
2024-06-27,Danish,29
2024-06-28,Croissant,38
2024-06-28,Danish,10
2024-06-29,Croissant,74
2024-06-29,Danish,37
2024-06-30,Croissant,43
2024-06-30,Danish,33
2024-07-01,Croissant,54
2024-07-01,Danish,36
2024-07-04,Croissant,78
2024-07-04,Danish,63
2024-07-05,Croissant,63
2024-07-05,Danish,43
2024-07-06,Croissant,61
2024-07-06,Danish,84
2024-07-07,Croissant,81
2024-07-07,Danish,42
2024-07-08,Croissant,36
2024-07-08,Danish,26
2024-07-11,Croissant,44
2024-07-11,Danish,34
2024-07-12,Croissant,86
2024-07-12,Danish,33
2024-07-13,Croissant,70
2024-07-13,Danish,65
2024-07-14,Croissant,84
2024-07-14,Danish,59
2024-07-15,Croissant,39
2024-07-15,Danish,25
2024-07-18,Croissant,45
2024-07-18,Danish,43
2024-07-19,Croissant,83
2024-07-19,Danish,50
2024-07-20,Croissant,101
2024-07-20,Danish,80
2024-07-21,Croissant,75
2024-07-21,Danish,44
2024-07-22,Croissant,21
2024-07-22,Danish,29
2024-07-25,Croissant,75
2024-07-25,Danish,38
2024-07-26,Croissant,92
2024-07-26,Danish,64
2024-07-27,Croissant,92
2024-07-27,Danish,71
2024-07-28,Croissant,86
2024-07-28,Danish,58
2024-07-29,Croissant,31
2024-07-29,Danish,8
2024-08-01,Croissant,57
2024-08-01,Danish,43
2024-08-02,Croissant,88
2024-08-02,Danish,67
2024-08-03,Croissant,102
2024-08-03,Danish,37
2024-08-04,Croissant,66
2024-08-04,Danish,33
2024-08-05,Croissant,39
2024-08-05,Danish,37
2024-08-08,Croissant,82
2024-08-08,Danish,54
2024-08-09,Croissant,46
2024-08-09,Danish,51
2024-08-10,Croissant,87
2024-08-10,Danish,57
2024-08-11,Croissant,89
2024-08-11,Danish,46
2024-08-12,Croissant,52
2024-08-12,Danish,39
2024-08-15,Croissant,81
2024-08-15,Danish,45
2024-08-16,Croissant,87
2024-08-16,Danish,43
2024-08-17,Croissant,89
2024-08-17,Danish,37
2024-08-18,Croissant,66
2024-08-18,Danish,32
2024-08-19,Croissant,40
2024-08-19,Danish,15
2024-08-22,Croissant,75
2024-08-22,Danish,35
2024-08-23,Croissant,62
2024-08-23,Danish,47
2024-08-24,Croissant,74
2024-08-24,Danish,34
2024-08-25,Croissant,78
2024-08-25,Danish,46
2024-08-26,Croissant,29
2024-08-26,Danish,28
2024-08-29,Croissant,61
2024-08-29,Danish,36
2024-08-30,Croissant,64
2024-08-30,Danish,28
2024-08-31,Croissant,94
2024-08-31,Danish,44
2024-09-01,Croissant,69
2024-09-01,Danish,35
2024-09-02,Croissant,36
2024-09-02,Danish,34
2024-09-05,Croissant,29
2024-09-05,Danish,26
2024-09-06,Croissant,50
2024-09-06,Danish,33
2024-09-07,Croissant,69
2024-09-07,Danish,32
2024-09-08,Croissant,58
2024-09-08,Danish,28
2024-09-09,Croissant,20
2024-09-09,Danish,5
2024-09-12,Croissant,44
2024-09-12,Danish,23
2024-09-13,Croissant,51
2024-09-13,Danish,42
2024-09-14,Croissant,69
2024-09-14,Danish,60
2024-09-15,Croissant,37
2024-09-16,Croissant,16
2024-09-19,Croissant,34
2024-09-19,Danish,27
2024-09-20,Croissant,85
2024-09-20,Danish,54
2024-09-21,Croissant,68
2024-09-21,Danish,30
2024-09-22,Croissant,61
2024-09-22,Danish,32
2024-09-23,Croissant,19
2024-09-23,Danish,15
2024-09-26,Croissant,31
2024-09-26,Danish,27
2024-09-27,Croissant,27
2024-09-27,Danish,29
2024-09-28,Croissant,70
2024-09-28,Danish,43
2024-09-29,Croissant,37
2024-09-29,Danish,35
2024-10-05,Croissant,51
2024-10-06,Croissant,38
2024-10-06,Danish,30
2024-10-07,Croissant,19
2024-10-07,Danish,12
2024-10-10,Croissant,43
2024-10-10,Danish,14
2024-10-11,Croissant,51
2024-10-11,Danish,28
2024-10-12,Croissant,66
2024-10-12,Danish,39
2024-10-13,Croissant,42
2024-10-13,Danish,32
2024-10-14,Croissant,10
2024-10-14,Danish,15
2024-10-17,Croissant,30
2024-10-17,Danish,20
2024-10-18,Croissant,42
2024-10-18,Danish,31
2024-10-19,Croissant,57
2024-10-19,Danish,35
2024-10-20,Croissant,48
2024-10-20,Danish,20
2024-10-21,Danish,25
2024-10-24,Croissant,27
2024-10-24,Danish,17
2024-10-25,Croissant,40
2024-10-25,Danish,37
2024-10-26,Croissant,54
2024-10-26,Danish,48
2024-10-27,Croissant,35
2024-10-27,Danish,35
2024-10-28,Croissant,25
2024-10-28,Danish,13
2024-10-31,Croissant,10
2024-10-31,Danish,19
2024-11-01,Croissant,24
2024-11-01,Danish,34
2024-11-02,Croissant,52
2024-11-02,Danish,42
2024-11-03,Croissant,39
2024-11-03,Danish,15
2024-11-07,Croissant,16
2024-11-07,Danish,16
2024-11-08,Croissant,26
2024-11-08,Danish,17
2024-11-09,Croissant,33
2024-11-09,Danish,15
2024-11-10,Croissant,31
2024-11-10,Danish,16
2024-11-14,Croissant,11
2024-11-14,Danish,18
2024-11-15,Croissant,34
2024-11-15,Danish,32
2024-11-16,Croissant,48
2024-11-16,Danish,39
2024-11-17,Croissant,41
2024-11-17,Danish,33
2024-11-21,Croissant,24
2024-11-21,Danish,18
2024-11-22,Croissant,17
2024-11-22,Danish,17
2024-11-23,Croissant,52
2024-11-23,Danish,48
2024-11-24,Croissant,36
2024-11-24,Danish,18
2024-11-30,Croissant,42
2024-11-30,Danish,25
2024-12-01,Croissant,17
2024-12-01,Danish,17
2024-12-05,Croissant,7
2024-12-05,Danish,10
2024-12-06,Croissant,17
2024-12-06,Danish,21
2024-12-07,Croissant,34
2024-12-07,Danish,30
2024-12-08,Croissant,20
2024-12-08,Danish,17
2024-12-12,Croissant,8
2024-12-12,Danish,3
2024-12-13,Croissant,26
2024-12-13,Danish,11
2024-12-14,Croissant,24
2024-12-14,Danish,17
2024-12-15,Croissant,26
2024-12-15,Danish,10
2024-12-19,Croissant,3
2024-12-20,Croissant,15
2024-12-20,Danish,11
2024-12-21,Croissant,40
2024-12-21,Danish,18
2024-12-22,Croissant,38
2024-12-22,Danish,20
2024-12-24,Croissant,46
2024-12-24,Danish,22
2024-12-27,Croissant,9
2024-12-28,Croissant,28
2024-12-28,Danish,25
2024-12-29,Croissant,19
2024-12-29,Danish,13
2025-01-18,Croissant,44
2025-01-18,Danish,24
2025-01-19,Croissant,31
2025-01-19,Danish,12
2025-01-24,Croissant,15
2025-01-24,Danish,16
2025-01-25,Croissant,56
2025-01-25,Danish,30
2025-01-26,Croissant,15
2025-01-26,Danish,9
2025-01-30,Croissant,7
2025-01-31,Croissant,31
2025-02-01,Croissant,25
2025-02-01,Danish,23
2025-02-02,Croissant,25
2025-02-02,Danish,28
2025-02-06,Croissant,13
2025-02-07,Croissant,17
2025-02-07,Danish,8
2025-02-08,Croissant,58
2025-02-08,Danish,21
2025-02-09,Croissant,26
2025-02-09,Danish,15
2025-02-13,Croissant,24
2025-02-14,Croissant,28
2025-02-14,Danish,16
2025-02-15,Croissant,51
2025-02-15,Danish,6
2025-02-16,Croissant,19
2025-02-16,Danish,5
2025-02-20,Croissant,16
2025-02-21,Croissant,24
2025-02-22,Croissant,44
2025-02-22,Danish,12
2025-02-23,Croissant,23
2025-02-23,Danish,4
2025-02-27,Croissant,11
2025-02-28,Croissant,16
2025-03-01,Croissant,54
2025-03-02,Croissant,51
2025-03-02,Danish,16
2025-03-06,Croissant,6
2025-03-08,Croissant,43
2025-03-08,Danish,16
2025-03-09,Croissant,42
2025-03-09,Danish,14
2025-03-13,Croissant,12
2025-03-13,Danish,3
2025-03-14,Croissant,51
2025-03-14,Danish,21
2025-03-15,Croissant,49
2025-03-15,Danish,19
2025-03-16,Croissant,29
2025-03-16,Danish,8
2025-03-20,Croissant,26
2025-03-20,Danish,12
2025-03-21,Croissant,47
2025-03-21,Danish,19
2025-03-22,Croissant,90
2025-03-22,Danish,26
2025-03-23,Croissant,12
2025-03-23,Danish,33
2025-03-27,Croissant,39
2025-03-28,Croissant,21
2025-03-28,Danish,18
2025-03-29,Croissant,52
2025-03-29,Danish,36
2025-03-30,Croissant,19
2025-03-30,Danish,16
2025-04-04,Croissant,26
2025-04-05,Croissant,43
2025-04-05,Danish,16
2025-04-06,Croissant,11
2025-04-06,Danish,20
2025-04-11,Croissant,23
2025-04-11,Danish,14
2025-04-12,Croissant,43
2025-04-12,Danish,22
2025-04-13,Croissant,42
2025-04-13,Danish,30
2025-04-17,Danish,13
2025-04-18,Croissant,33
2025-04-18,Danish,17
2025-04-19,Croissant,31
2025-04-19,Danish,39
2025-04-25,Croissant,33
2025-04-25,Danish,15
2025-04-26,Croissant,47
2025-04-26,Danish,29
2025-04-27,Croissant,34
2025-04-27,Danish,29
2025-05-01,Croissant,8
2025-05-02,Croissant,19
2025-05-02,Danish,9
2025-05-03,Croissant,38
2025-05-03,Danish,21
2025-05-04,Croissant,28
2025-05-04,Danish,26
2025-05-08,Croissant,17
2025-05-08,Danish,4
2025-05-09,Croissant,35
2025-05-09,Danish,21
2025-05-10,Croissant,54
2025-05-10,Danish,33
2025-05-11,Croissant,36
2025-05-11,Danish,25
2025-05-16,Croissant,28
2025-05-16,Danish,18
2025-05-17,Croissant,59
2025-05-17,Danish,37
2025-05-18,Croissant,38
2025-05-18,Danish,18
2025-05-22,Croissant,22
2025-05-22,Danish,32
2025-05-23,Croissant,43
2025-05-23,Danish,40
2025-05-24,Croissant,77
2025-05-24,Danish,42
2025-05-25,Croissant,49
2025-05-25,Danish,58
2025-05-29,Croissant,26
2025-05-29,Danish,16
2025-05-30,Croissant,21
2025-05-30,Danish,7
2025-05-31,Croissant,65
2025-05-31,Danish,26
2025-06-01,Croissant,37
2025-06-01,Danish,29
2025-06-05,Croissant,18
2025-06-05,Danish,19
2025-06-06,Croissant,52
2025-06-06,Danish,24
2025-06-07,Croissant,44
2025-06-07,Danish,26
2025-06-08,Croissant,35
2025-06-08,Danish,34
2025-06-12,Croissant,35
2025-06-12,Danish,24
2025-06-13,Croissant,29
2025-06-13,Danish,27
2025-06-14,Croissant,85
2025-06-14,Danish,54
2025-06-15,Croissant,52
2025-06-15,Danish,30
2025-06-19,Croissant,37
2025-06-19,Danish,28
2025-06-20,Croissant,39
2025-06-20,Danish,39
2025-06-21,Croissant,60
2025-06-21,Danish,37
2025-06-22,Croissant,48
2025-06-22,Danish,21
2025-06-27,Croissant,26
2025-06-27,Danish,26
2025-06-28,Croissant,75
2025-06-28,Danish,12
2025-06-29,Danish,39
2025-07-03,Croissant,61
2025-07-03,Danish,28
2025-07-04,Croissant,57
2025-07-04,Danish,36
2025-07-05,Croissant,71
2025-07-05,Danish,24
2025-07-06,Croissant,53
2025-07-06,Danish,47
2025-07-10,Croissant,37
2025-07-10,Danish,35
2025-07-11,Croissant,38
2025-07-11,Danish,39
2025-07-12,Croissant,74
2025-07-12,Danish,45
2025-07-13,Croissant,36
2025-07-13,Danish,40
2025-07-17,Croissant,48
2025-07-17,Danish,38
2025-07-18,Croissant,55
2025-07-18,Danish,30
2025-07-19,Croissant,62
2025-07-19,Danish,51
2025-07-20,Croissant,45
2025-07-20,Danish,40
2025-07-24,Croissant,58
2025-07-24,Danish,53
2025-07-25,Croissant,58
2025-07-25,Danish,28
2025-07-26,Croissant,74
2025-07-26,Danish,50
2025-07-27,Croissant,58
2025-07-27,Danish,48
2025-07-30,Croissant,34
2025-07-31,Croissant,50
2025-07-31,Danish,39
2025-08-01,Croissant,39
2025-08-01,Danish,47
2025-08-02,Croissant,88
2025-08-02,Danish,53
2025-08-03,Croissant,51
2025-08-03,Danish,31
2025-08-07,Croissant,46
2025-08-07,Danish,49
2025-08-08,Croissant,98
2025-08-08,Danish,49
2025-08-09,Croissant,89
2025-08-09,Danish,46
2025-08-10,Croissant,58
2025-08-10,Danish,54
2025-08-13,Croissant,20
2025-08-13,Danish,26
2025-08-14,Croissant,27
2025-08-14,Danish,23
2025-08-15,Croissant,53
2025-08-15,Danish,30
2025-08-16,Croissant,99
2025-08-16,Danish,63
2025-08-17,Croissant,65
2025-08-17,Danish,46
2025-08-20,Croissant,23
2025-08-20,Danish,27
2025-08-21,Croissant,71
2025-08-21,Danish,36
2025-08-22,Croissant,57
2025-08-22,Danish,33
2025-08-23,Croissant,67
2025-08-23,Danish,58
2025-08-24,Croissant,51
2025-08-24,Danish,26
2025-08-26,Croissant,6
2025-08-26,Danish,6
2025-08-28,Croissant,50
2025-08-28,Danish,23
2025-08-29,Croissant,60
2025-08-29,Danish,39
2025-08-30,Croissant,91
2025-08-30,Danish,53
2025-08-31,Croissant,65
2025-08-31,Danish,24
2025-09-04,Croissant,19
2025-09-05,Croissant,46
2025-09-05,Danish,22
2025-09-06,Croissant,50
2025-09-06,Danish,39
2025-09-07,Croissant,55
2025-09-07,Danish,28
2025-09-11,Croissant,6
2025-09-12,Croissant,38
2025-09-12,Danish,19
2025-09-13,Croissant,51
2025-09-13,Danish,51
2025-09-14,Danish,19
2025-09-18,Croissant,36
2025-09-18,Danish,21
2025-09-19,Croissant,38
2025-09-19,Danish,27
2025-09-20,Croissant,48
2025-09-20,Danish,44
2025-09-21,Croissant,51
2025-09-21,Danish,29
2025-09-25,Croissant,13
2025-09-25,Danish,17
2025-09-26,Croissant,54
2025-09-26,Danish,24
2025-09-27,Croissant,55
2025-09-27,Danish,38
2025-09-28,Croissant,45
2025-09-28,Danish,10
2025-10-02,Croissant,30
2025-10-02,Danish,21
2025-10-03,Croissant,41
2025-10-03,Danish,24
2025-10-04,Croissant,79
2025-10-04,Danish,44
2025-10-05,Croissant,9
2025-10-09,Croissant,33
2025-10-09,Danish,17
2025-10-10,Croissant,41
2025-10-10,Danish,25
2025-10-11,Croissant,59
2025-10-11,Danish,40
2025-10-12,Croissant,46
2025-10-12,Danish,40
2025-10-16,Croissant,31
2025-10-16,Danish,15
2025-10-17,Croissant,44
2025-10-17,Danish,29
2025-10-18,Croissant,48
2025-10-18,Danish,44
2025-10-19,Croissant,41
2025-10-19,Danish,31
2025-10-23,Croissant,36
2025-10-23,Danish,14
2025-10-24,Croissant,31
2025-10-24,Danish,24
2025-10-25,Croissant,79
2025-10-25,Danish,42
2025-10-26,Croissant,37
2025-10-26,Danish,13
2025-10-30,Croissant,17
2025-10-30,Danish,16
