date,item,quantity,day_of_week,day_of_month,month,year,week_of_year,is_weekend,lag_1w_ago,lag_2w_ago,lag_3w_ago,lag_4w_ago,lag_1y_same_week,lag_2y_same_week,rolling_mean_operational,rolling_std_operational
2021-07-17,Croissant,99.0,5,17,7,2021,28,1,108.0,111.0,84.0,110.0,54.09,54.09,64.75,33.88
2021-07-18,Croissant,46.0,6,18,7,2021,28,1,68.0,0.0,28.0,67.0,54.09,54.09,62.5,30.14
2021-07-18,Danish,27.0,6,18,7,2021,28,1,29.0,0.0,10.0,28.0,30.3,30.3,23.5,9.0
2021-07-22,Croissant,66.0,3,22,7,2021,29,0,26.0,42.0,53.0,50.0,54.09,54.09,57.0,30.8
2021-07-22,Danish,12.0,3,22,7,2021,29,0,11.0,10.0,6.0,11.0,30.3,30.3,23.0,8.64
2021-07-23,Danish,31.0,4,23,7,2021,29,0,23.0,30.0,12.0,11.0,30.3,30.3,23.25,8.18
2021-07-23,Croissant,79.0,4,23,7,2021,29,0,57.0,71.0,73.0,65.0,54.09,54.09,67.0,22.85
2021-07-24,Croissant,86.0,5,24,7,2021,29,1,99.0,108.0,111.0,84.0,54.09,54.09,72.5,22.28
2021-07-24,Danish,14.0,5,24,7,2021,29,1,31.0,57.0,12.0,24.0,30.3,30.3,25.25,9.03
2021-07-25,Danish,10.0,6,25,7,2021,29,1,27.0,29.0,0.0,10.0,30.3,30.3,21.0,9.42
2021-07-25,Croissant,64.0,6,25,7,2021,29,1,46.0,68.0,0.0,28.0,54.09,54.09,69.25,17.58
2021-07-29,Croissant,42.0,3,29,7,2021,30,0,66.0,26.0,42.0,53.0,54.09,54.09,73.75,10.53
2021-07-29,Danish,12.0,3,29,7,2021,30,0,12.0,11.0,10.0,6.0,30.3,30.3,16.75,9.64
2021-07-30,Danish,12.0,4,30,7,2021,30,0,31.0,23.0,30.0,12.0,30.3,30.3,16.75,9.64
2021-07-30,Croissant,72.0,4,30,7,2021,30,0,79.0,57.0,71.0,73.0,54.09,54.09,67.75,19.47
2021-07-31,Croissant,89.0,5,31,7,2021,30,1,86.0,99.0,108.0,111.0,54.09,54.09,66.0,18.4
2021-07-31,Danish,24.0,5,31,7,2021,30,1,14.0,31.0,57.0,12.0,30.3,30.3,12.0,1.63
2021-08-01,Croissant,79.0,6,1,8,2021,30,1,64.0,46.0,68.0,0.0,54.09,54.09,66.75,19.52
2021-08-01,Danish,9.0,6,1,8,2021,30,1,10.0,27.0,29.0,0.0,30.3,30.3,14.5,6.4
2021-08-05,Croissant,53.0,3,5,8,2021,31,0,42.0,66.0,26.0,42.0,54.09,54.09,70.5,20.24
2021-08-05,Danish,14.0,3,5,8,2021,31,0,12.0,12.0,11.0,10.0,30.3,30.3,14.25,6.65
2021-08-06,Danish,16.0,4,6,8,2021,31,0,12.0,31.0,23.0,30.0,30.3,30.3,14.75,6.5
2021-08-06,Croissant,87.0,4,6,8,2021,31,0,72.0,79.0,57.0,71.0,54.09,54.09,73.25,15.2
2021-08-07,Croissant,133.0,5,7,8,2021,31,1,89.0,86.0,99.0,108.0,54.09,54.09,77.0,16.57
2021-08-07,Danish,13.0,5,7,8,2021,31,1,24.0,14.0,31.0,57.0,30.3,30.3,15.75,6.24
2021-08-08,Danish,15.0,6,8,8,2021,31,1,9.0,10.0,27.0,29.0,30.3,30.3,13.0,2.94
2021-08-08,Croissant,64.0,6,8,8,2021,31,1,79.0,64.0,46.0,68.0,54.09,54.09,88.0,33.33
2021-08-12,Danish,11.0,3,12,8,2021,32,0,14.0,12.0,12.0,11.0,30.3,30.3,14.5,1.29
2021-08-12,Croissant,55.0,3,12,8,2021,32,0,53.0,42.0,66.0,26.0,54.09,54.09,84.25,35.45
2021-08-13,Croissant,68.0,4,13,8,2021,32,0,87.0,72.0,79.0,57.0,54.09,54.09,84.75,34.87
2021-08-13,Danish,13.0,4,13,8,2021,32,0,16.0,12.0,31.0,23.0,30.3,30.3,13.75,2.22
2021-08-14,Danish,19.0,5,14,8,2021,32,1,13.0,24.0,14.0,31.0,30.3,30.3,13.0,1.63
2021-08-14,Croissant,99.0,5,14,8,2021,32,1,133.0,89.0,86.0,99.0,54.09,54.09,80.0,35.75
2021-08-15,Danish,16.0,6,15,8,2021,32,1,15.0,9.0,10.0,27.0,30.3,30.3,14.5,3.42
2021-08-15,Croissant,47.0,6,15,8,2021,32,1,64.0,79.0,64.0,46.0,54.09,54.09,71.5,19.12
2021-08-19,Croissant,82.0,3,19,8,2021,33,0,55.0,53.0,42.0,66.0,54.09,54.09,67.25,22.87
2021-08-19,Danish,15.0,3,19,8,2021,33,0,11.0,14.0,12.0,12.0,30.3,30.3,14.75,3.5
2021-08-20,Croissant,73.0,4,20,8,2021,33,0,68.0,87.0,72.0,79.0,54.09,54.09,74.0,22.02
2021-08-20,Danish,3.0,4,20,8,2021,33,0,13.0,16.0,12.0,31.0,30.3,30.3,15.75,2.5
2021-08-21,Croissant,125.0,5,21,8,2021,33,1,99.0,133.0,89.0,86.0,54.09,54.09,75.25,21.7
2021-08-21,Danish,31.0,5,21,8,2021,33,1,19.0,13.0,24.0,14.0,30.3,30.3,13.25,7.04
2021-08-22,Croissant,55.0,6,22,8,2021,33,1,47.0,64.0,79.0,64.0,54.09,54.09,81.75,32.43
2021-08-22,Danish,5.0,6,22,8,2021,33,1,16.0,15.0,9.0,10.0,30.3,30.3,16.25,11.47
2021-08-26,Danish,16.0,3,26,8,2021,34,0,15.0,11.0,14.0,12.0,30.3,30.3,13.5,12.79
2021-08-26,Croissant,73.0,3,26,8,2021,34,0,82.0,55.0,53.0,42.0,54.09,54.09,83.75,29.7
2021-08-27,Danish,9.0,4,27,8,2021,34,0,3.0,13.0,16.0,12.0,30.3,30.3,13.75,12.84
2021-08-27,Croissant,79.0,4,27,8,2021,34,0,73.0,68.0,87.0,72.0,54.09,54.09,81.5,30.22
2021-08-28,Croissant,97.0,5,28,8,2021,34,1,125.0,99.0,133.0,89.0,54.09,54.09,83.0,29.8
2021-08-28,Danish,15.0,5,28,8,2021,34,1,31.0,19.0,13.0,24.0,30.3,30.3,15.25,11.44
2021-08-29,Croissant,73.0,6,29,8,2021,34,1,55.0,47.0,64.0,79.0,54.09,54.09,76.0,17.32
2021-08-29,Danish,6.0,6,29,8,2021,34,1,5.0,16.0,15.0,9.0,30.3,30.3,11.25,5.19
2021-09-02,Croissant,37.0,3,2,9,2021,35,0,73.0,82.0,55.0,53.0,54.09,54.09,80.5,11.36
2021-09-02,Danish,6.0,3,2,9,2021,35,0,16.0,15.0,11.0,14.0,30.3,30.3,11.5,4.8
2021-09-03,Danish,12.0,4,3,9,2021,35,0,9.0,3.0,13.0,16.0,30.3,30.3,9.0,4.24
2021-09-03,Croissant,80.0,4,3,9,2021,35,0,79.0,73.0,68.0,87.0,54.09,54.09,71.5,25.16
2021-09-04,Croissant,101.0,5,4,9,2021,35,1,97.0,125.0,99.0,133.0,54.09,54.09,71.75,25.26
2021-09-04,Danish,18.0,5,4,9,2021,35,1,15.0,31.0,19.0,13.0,30.3,30.3,9.75,4.5
2021-09-05,Danish,14.0,6,5,9,2021,35,1,6.0,5.0,16.0,15.0,30.3,30.3,10.5,5.74
2021-09-05,Croissant,63.0,6,5,9,2021,35,1,73.0,55.0,47.0,64.0,54.09,54.09,72.75,26.64
2021-09-09,Danish,10.0,3,9,9,2021,36,0,6.0,16.0,15.0,11.0,30.3,30.3,12.5,5.0
2021-09-09,Croissant,32.0,3,9,9,2021,36,0,37.0,73.0,82.0,55.0,54.09,54.09,70.25,27.07
2021-09-10,Danish,8.0,4,10,9,2021,36,0,12.0,9.0,3.0,13.0,30.3,30.3,13.5,3.42
2021-09-10,Croissant,52.0,4,10,9,2021,36,0,80.0,79.0,73.0,68.0,54.09,54.09,69.0,29.15
2021-09-11,Danish,30.0,5,11,9,2021,36,1,18.0,15.0,31.0,19.0,30.3,30.3,12.5,4.43
2021-09-11,Croissant,88.0,5,11,9,2021,36,1,101.0,97.0,125.0,99.0,54.09,54.09,62.0,28.99
2021-09-12,Croissant,37.0,6,12,9,2021,36,1,63.0,73.0,55.0,47.0,54.09,54.09,58.75,23.34
2021-09-12,Danish,17.0,6,12,9,2021,36,1,14.0,6.0,5.0,16.0,30.3,30.3,15.5,9.98
2021-09-16,Danish,27.0,3,16,9,2021,37,0,10.0,6.0,16.0,15.0,30.3,30.3,16.25,9.95
2021-09-16,Croissant,27.0,3,16,9,2021,37,0,32.0,37.0,73.0,82.0,54.09,54.09,52.25,25.3
2021-09-17,Croissant,56.0,4,17,9,2021,37,0,52.0,80.0,79.0,73.0,54.09,54.09,51.0,26.72
2021-09-17,Danish,24.0,4,17,9,2021,37,0,8.0,12.0,9.0,3.0,30.3,30.3,20.5,10.02
2021-09-18,Croissant,79.0,5,18,9,2021,37,1,88.0,101.0,97.0,125.0,54.09,54.09,52.0,26.85
2021-09-18,Danish,31.0,5,18,9,2021,37,1,30.0,18.0,15.0,31.0,30.3,30.3,24.5,5.57
2021-09-19,Danish,44.0,6,19,9,2021,37,1,17.0,14.0,6.0,5.0,30.3,30.3,24.75,5.91
2021-09-19,Croissant,73.0,6,19,9,2021,37,1,37.0,63.0,73.0,55.0,54.09,54.09,49.75,22.91
2021-09-23,Croissant,29.0,3,23,9,2021,38,0,27.0,32.0,37.0,73.0,54.09,54.09,58.75,23.3
2021-09-23,Danish,8.0,3,23,9,2021,38,0,27.0,10.0,6.0,16.0,30.3,30.3,31.5,8.81
2021-09-24,Danish,23.0,4,24,9,2021,38,0,24.0,8.0,12.0,9.0,30.3,30.3,26.75,15.0
2021-09-24,Croissant,65.0,4,24,9,2021,38,0,56.0,52.0,80.0,79.0,54.09,54.09,59.25,22.4
2021-09-25,Danish,40.0,5,25,9,2021,38,1,31.0,30.0,18.0,15.0,30.3,30.3,26.5,15.07
2021-09-25,Croissant,81.0,5,25,9,2021,38,1,79.0,88.0,101.0,97.0,54.09,54.09,61.5,22.41
2021-09-26,Croissant,43.0,6,26,9,2021,38,1,73.0,37.0,63.0,73.0,54.09,54.09,62.0,22.95
2021-09-26,Danish,30.0,6,26,9,2021,38,1,44.0,17.0,14.0,6.0,30.3,30.3,28.75,16.56
2021-09-30,Danish,20.0,3,30,9,2021,39,0,8.0,27.0,10.0,6.0,30.3,30.3,25.25,13.45
2021-09-30,Croissant,36.0,3,30,9,2021,39,0,29.0,27.0,32.0,37.0,54.09,54.09,54.5,23.06
2021-10-01,Croissant,33.0,4,1,10,2021,39,0,65.0,56.0,52.0,80.0,54.09,54.09,56.25,20.61
2021-10-01,Danish,23.0,4,1,10,2021,39,0,23.0,24.0,8.0,12.0,30.3,30.3,28.25,8.88
2021-10-02,Croissant,65.0,5,2,10,2021,39,1,81.0,79.0,88.0,101.0,54.09,54.09,48.25,22.23
2021-10-02,Danish,39.0,5,2,10,2021,39,1,40.0,31.0,30.0,18.0,30.3,30.3,28.25,8.88
2021-10-03,Croissant,67.0,6,3,10,2021,39,1,43.0,73.0,37.0,63.0,54.09,54.09,44.25,14.45
2021-10-03,Danish,31.0,6,3,10,2021,39,1,30.0,44.0,17.0,14.0,30.3,30.3,28.0,8.45
2021-10-07,Danish,25.0,3,7,10,2021,40,0,20.0,8.0,27.0,10.0,30.3,30.3,28.25,8.54
2021-10-07,Croissant,44.0,3,7,10,2021,40,0,36.0,29.0,27.0,32.0,54.09,54.09,50.25,18.25
2021-10-08,Danish,27.0,4,8,10,2021,40,0,23.0,23.0,24.0,8.0,30.3,30.3,29.5,7.19
2021-10-08,Croissant,58.0,4,8,10,2021,40,0,33.0,65.0,56.0,52.0,54.09,54.09,52.25,16.52
2021-10-09,Danish,50.0,5,9,10,2021,40,1,39.0,40.0,31.0,30.0,30.3,30.3,30.5,6.19
2021-10-09,Croissant,80.0,5,9,10,2021,40,1,65.0,81.0,79.0,88.0,54.09,54.09,58.5,10.41
2021-10-10,Danish,33.0,6,10,10,2021,40,1,31.0,30.0,44.0,17.0,30.3,30.3,33.25,11.44
2021-10-10,Croissant,64.0,6,10,10,2021,40,1,67.0,43.0,73.0,37.0,54.09,54.09,62.25,15.15
2021-10-14,Danish,20.0,3,14,10,2021,41,0,25.0,20.0,8.0,27.0,30.3,30.3,33.75,11.35
2021-10-14,Croissant,30.0,3,14,10,2021,41,0,44.0,36.0,29.0,27.0,54.09,54.09,61.5,14.91
2021-10-15,Danish,30.0,4,15,10,2021,41,0,27.0,23.0,23.0,24.0,30.3,30.3,32.5,12.82
2021-10-15,Croissant,43.0,4,15,10,2021,41,0,58.0,33.0,65.0,56.0,54.09,54.09,58.0,20.85
2021-10-16,Croissant,70.0,5,16,10,2021,41,1,80.0,65.0,81.0,79.0,54.09,54.09,54.25,22.16
2021-10-16,Danish,38.0,5,16,10,2021,41,1,50.0,39.0,40.0,31.0,30.3,30.3,33.25,12.47
2021-10-17,Croissant,35.0,6,17,10,2021,41,1,64.0,67.0,43.0,73.0,54.09,54.09,51.75,18.55
2021-10-17,Danish,29.0,6,17,10,2021,41,1,33.0,31.0,30.0,44.0,30.3,30.3,30.25,7.59
2021-10-21,Croissant,40.0,3,21,10,2021,42,0,30.0,44.0,36.0,29.0,54.09,54.09,44.5,17.82
2021-10-21,Danish,26.0,3,21,10,2021,42,0,20.0,25.0,20.0,8.0,30.3,30.3,29.25,7.37
2021-10-22,Croissant,44.0,4,22,10,2021,42,0,43.0,58.0,33.0,65.0,54.09,54.09,47.0,15.68
2021-10-22,Danish,19.0,4,22,10,2021,42,0,30.0,27.0,23.0,23.0,30.3,30.3,30.75,5.12
2021-10-23,Croissant,67.0,5,23,10,2021,42,1,70.0,80.0,65.0,81.0,54.09,54.09,47.25,15.61
2021-10-23,Danish,46.0,5,23,10,2021,42,1,38.0,50.0,39.0,40.0,30.3,30.3,28.0,7.87
2021-10-24,Croissant,44.0,6,24,10,2021,42,1,35.0,64.0,67.0,43.0,54.09,54.09,46.5,14.15
2021-10-24,Danish,38.0,6,24,10,2021,42,1,29.0,33.0,31.0,30.0,30.3,30.3,30.0,11.46
2021-10-28,Croissant,35.0,3,28,10,2021,43,0,40.0,30.0,44.0,36.0,54.09,54.09,48.75,12.31
2021-10-28,Danish,16.0,3,28,10,2021,43,0,26.0,20.0,25.0,20.0,30.3,30.3,32.25,12.07
2021-10-29,Croissant,52.0,4,29,10,2021,43,0,44.0,43.0,58.0,33.0,54.09,54.09,47.5,13.67
2021-10-29,Danish,28.0,4,29,10,2021,43,0,19.0,30.0,27.0,23.0,30.3,30.3,29.75,14.57
2021-10-30,Danish,44.0,5,30,10,2021,43,1,46.0,38.0,50.0,39.0,30.3,30.3,32.0,12.96
2021-10-30,Croissant,70.0,5,30,10,2021,43,1,67.0,70.0,80.0,65.0,54.09,54.09,49.5,13.58
2021-10-31,Croissant,33.0,6,31,10,2021,43,1,44.0,35.0,64.0,67.0,54.09,54.09,50.25,14.89
2021-10-31,Danish,24.0,6,31,10,2021,43,1,38.0,29.0,33.0,31.0,30.3,30.3,31.5,12.26
2021-11-04,Croissant,35.0,3,4,11,2021,44,0,35.0,40.0,30.0,44.0,54.09,54.09,47.5,17.25
2021-11-04,Danish,20.0,3,4,11,2021,44,0,16.0,26.0,20.0,25.0,30.3,30.3,28.0,11.78
2021-11-05,Croissant,47.0,4,5,11,2021,44,0,52.0,44.0,43.0,58.0,54.09,54.09,47.5,17.25
2021-11-05,Danish,26.0,4,5,11,2021,44,0,28.0,19.0,30.0,27.0,30.3,30.3,29.0,10.52
2021-11-06,Croissant,63.0,5,6,11,2021,44,1,70.0,67.0,70.0,80.0,54.09,54.09,46.25,17.0
2021-11-06,Danish,49.0,5,6,11,2021,44,1,44.0,46.0,38.0,50.0,30.3,30.3,28.5,10.63
2021-11-07,Croissant,73.0,6,7,11,2021,44,1,33.0,44.0,35.0,64.0,54.09,54.09,44.5,13.8
2021-11-07,Danish,18.0,6,7,11,2021,44,1,24.0,38.0,29.0,33.0,30.3,30.3,29.75,13.07
2021-11-11,Danish,24.0,3,11,11,2021,45,0,20.0,16.0,26.0,20.0,30.3,30.3,28.25,14.24
2021-11-11,Croissant,43.0,3,11,11,2021,45,0,35.0,35.0,40.0,30.0,54.09,54.09,54.5,16.84
2021-11-12,Danish,27.0,4,12,11,2021,45,0,26.0,28.0,19.0,30.0,30.3,30.3,29.25,13.6
2021-11-12,Croissant,39.0,4,12,11,2021,45,0,47.0,52.0,44.0,43.0,54.09,54.09,56.5,13.99
2021-11-13,Croissant,71.0,5,13,11,2021,45,1,63.0,70.0,67.0,70.0,54.09,54.09,54.5,16.2
2021-11-13,Danish,47.0,5,13,11,2021,45,1,49.0,44.0,46.0,38.0,30.3,30.3,29.5,13.53
2021-11-14,Danish,28.0,6,14,11,2021,45,1,18.0,24.0,38.0,29.0,30.3,30.3,29.0,12.57
2021-11-14,Croissant,53.0,6,14,11,2021,45,1,73.0,33.0,44.0,35.0,54.09,54.09,56.5,17.99
2021-11-18,Croissant,40.0,3,18,11,2021,46,0,43.0,35.0,35.0,40.0,54.09,54.09,51.5,14.27
2021-11-18,Danish,15.0,3,18,11,2021,46,0,24.0,20.0,16.0,26.0,30.3,30.3,31.5,10.47
2021-11-19,Danish,27.0,4,19,11,2021,46,0,27.0,26.0,28.0,19.0,30.3,30.3,29.25,13.23
2021-11-19,Croissant,53.0,4,19,11,2021,46,0,39.0,47.0,52.0,44.0,54.09,54.09,50.75,14.93
2021-11-20,Danish,42.0,5,20,11,2021,46,1,47.0,49.0,44.0,46.0,30.3,30.3,29.25,13.23
2021-11-20,Croissant,58.0,5,20,11,2021,46,1,71.0,63.0,70.0,67.0,54.09,54.09,54.25,12.74
2021-11-21,Croissant,39.0,6,21,11,2021,46,1,53.0,73.0,33.0,44.0,54.09,54.09,51.0,7.7
2021-11-21,Danish,21.0,6,21,11,2021,46,1,28.0,18.0,24.0,38.0,30.3,30.3,28.0,11.05
2021-11-25,Croissant,0.0,3,25,11,2021,47,0,40.0,43.0,35.0,35.0,54.09,54.09,47.5,9.47
2021-11-25,Danish,0.0,3,25,11,2021,47,0,15.0,24.0,20.0,16.0,30.3,30.3,26.25,11.59
2021-11-26,Croissant,53.0,4,26,11,2021,47,0,53.0,39.0,47.0,52.0,54.09,54.09,37.5,26.26
2021-11-26,Danish,27.0,4,26,11,2021,47,0,27.0,27.0,26.0,28.0,30.3,30.3,22.5,17.41
2021-11-27,Croissant,60.0,5,27,11,2021,47,1,58.0,71.0,63.0,70.0,54.09,54.09,32.33,29.57
2021-11-27,Danish,40.0,5,27,11,2021,47,1,42.0,47.0,49.0,44.0,30.3,30.3,21.0,21.0
2021-11-28,Croissant,21.0,6,28,11,2021,47,1,39.0,53.0,73.0,33.0,54.09,54.09,33.0,30.45
2021-11-28,Danish,8.0,6,28,11,2021,47,1,21.0,28.0,18.0,24.0,30.3,30.3,20.33,20.01
2021-12-02,Croissant,33.0,3,2,12,2021,48,0,0.0,40.0,43.0,35.0,54.09,54.09,27.0,30.45
2021-12-02,Danish,11.0,3,2,12,2021,48,0,0.0,15.0,24.0,20.0,30.3,30.3,16.0,21.17
2021-12-03,Croissant,34.0,4,3,12,2021,48,0,53.0,53.0,39.0,47.0,54.09,54.09,38.0,19.97
2021-12-03,Danish,7.0,4,3,12,2021,48,0,27.0,27.0,27.0,26.0,30.3,30.3,19.67,17.67
2021-12-04,Danish,34.0,5,4,12,2021,48,1,40.0,42.0,47.0,49.0,30.3,30.3,16.5,15.76
2021-12-04,Croissant,50.0,5,4,12,2021,48,1,60.0,58.0,71.0,63.0,54.09,54.09,37.0,16.43
2021-12-05,Croissant,29.0,6,5,12,2021,48,1,21.0,39.0,53.0,73.0,54.09,54.09,34.5,11.9
2021-12-05,Danish,14.0,6,5,12,2021,48,1,8.0,21.0,28.0,18.0,30.3,30.3,15.0,12.78
2021-12-09,Danish,14.0,3,9,12,2021,49,0,11.0,0.0,15.0,24.0,30.3,30.3,16.5,12.01
2021-12-09,Croissant,22.0,3,9,12,2021,49,0,33.0,0.0,40.0,43.0,54.09,54.09,36.5,9.26
2021-12-10,Danish,24.0,4,10,12,2021,49,0,7.0,27.0,27.0,27.0,30.3,30.3,17.25,11.64
2021-12-10,Croissant,49.0,4,10,12,2021,49,0,34.0,53.0,53.0,39.0,54.09,54.09,33.75,11.9
2021-12-11,Danish,36.0,5,11,12,2021,49,1,34.0,40.0,42.0,47.0,30.3,30.3,21.5,9.57
2021-12-11,Croissant,57.0,5,11,12,2021,49,1,50.0,60.0,58.0,71.0,54.09,54.09,37.5,14.15
2021-12-12,Danish,7.0,6,12,12,2021,49,1,14.0,8.0,21.0,28.0,30.3,30.3,22.0,10.46
2021-12-12,Croissant,39.0,6,12,12,2021,49,1,29.0,21.0,39.0,53.0,54.09,54.09,39.25,16.46
2021-12-16,Danish,13.0,3,16,12,2021,50,0,14.0,11.0,0.0,15.0,30.3,30.3,20.25,12.61
2021-12-16,Croissant,21.0,3,16,12,2021,50,0,22.0,33.0,0.0,40.0,54.09,54.09,41.75,15.09
2021-12-17,Croissant,43.0,4,17,12,2021,50,0,49.0,34.0,53.0,53.0,54.09,54.09,41.5,15.52
2021-12-17,Danish,4.0,4,17,12,2021,50,0,24.0,7.0,27.0,27.0,30.3,30.3,20.0,12.78
2021-12-18,Croissant,75.0,5,18,12,2021,50,1,57.0,50.0,60.0,58.0,54.09,54.09,40.0,14.83
2021-12-18,Danish,29.0,5,18,12,2021,50,1,36.0,34.0,40.0,42.0,30.3,30.3,15.0,14.49
2021-12-19,Danish,15.0,6,19,12,2021,50,1,7.0,14.0,8.0,21.0,30.3,30.3,13.25,11.15
2021-12-19,Croissant,22.0,6,19,12,2021,50,1,39.0,29.0,21.0,39.0,54.09,54.09,44.5,22.47
2021-12-23,Croissant,60.0,3,23,12,2021,51,0,21.0,22.0,33.0,0.0,54.09,54.09,40.25,25.29
2021-12-23,Danish,28.0,3,23,12,2021,51,0,13.0,14.0,11.0,0.0,30.3,30.3,15.25,10.34
2021-12-24,Croissant,121.0,4,24,12,2021,51,0,43.0,49.0,34.0,50.0,54.09,54.09,50.0,22.79
2021-12-24,Danish,41.0,4,24,12,2021,51,0,4.0,24.0,7.0,19.0,30.3,30.3,19.0,11.86
2021-12-25,Danish,0.0,5,25,12,2021,51,1,29.0,36.0,34.0,40.0,30.3,30.3,28.25,10.63
2021-12-25,Croissant,0.0,5,25,12,2021,51,1,75.0,57.0,50.0,60.0,54.09,54.09,69.5,40.94
2021-12-26,Croissant,22.0,6,26,12,2021,51,1,22.0,39.0,29.0,21.0,54.09,54.09,50.75,52.99
2021-12-26,Danish,15.0,6,26,12,2021,51,1,15.0,7.0,14.0,8.0,30.3,30.3,21.0,17.57
2021-12-30,Croissant,50.0,3,30,12,2021,52,0,60.0,21.0,22.0,33.0,54.09,54.09,60.33,60.5
2021-12-30,Danish,18.0,3,30,12,2021,52,0,28.0,13.0,14.0,11.0,30.3,30.3,23.0,20.95
2021-12-31,Croissant,101.0,4,31,12,2021,52,0,121.0,43.0,49.0,34.0,54.09,54.09,57.0,60.8
2021-12-31,Danish,30.0,4,31,12,2021,52,0,41.0,4.0,24.0,7.0,30.3,30.3,19.67,20.55
2022-01-01,Danish,0.0,5,1,1,2022,52,1,0.0,29.0,36.0,34.0,30.3,30.3,16.0,15.1
2022-01-01,Croissant,0.0,5,1,1,2022,52,1,0.0,75.0,57.0,50.0,54.09,54.09,50.33,50.5
2022-01-02,Danish,9.0,6,2,1,2022,52,1,15.0,15.0,7.0,14.0,30.3,30.3,16.0,15.1
2022-01-02,Croissant,27.0,6,2,1,2022,52,1,22.0,22.0,39.0,29.0,54.09,54.09,50.33,50.5
2022-01-06,Danish,9.0,3,6,1,2022,1,0,18.0,28.0,13.0,14.0,30.3,30.3,14.25,12.82
2022-01-06,Croissant,21.0,3,6,1,2022,1,0,50.0,60.0,21.0,22.0,54.09,54.09,44.5,42.85
2022-01-07,Croissant,52.0,4,7,1,2022,1,0,101.0,121.0,43.0,49.0,54.09,54.09,37.25,44.05
2022-01-07,Danish,22.0,4,7,1,2022,1,0,30.0,41.0,4.0,24.0,30.3,30.3,12.0,12.73
2022-01-08,Danish,34.0,5,8,1,2022,1,1,0.0,0.0,29.0,36.0,30.3,30.3,10.0,9.06
2022-01-08,Croissant,55.0,5,8,1,2022,1,1,0.0,0.0,75.0,57.0,54.09,54.09,25.0,21.4
2022-01-09,Danish,5.0,6,9,1,2022,1,1,9.0,15.0,15.0,7.0,30.3,30.3,18.5,12.01
2022-01-09,Croissant,12.0,6,9,1,2022,1,1,27.0,22.0,22.0,39.0,54.09,54.09,38.75,17.25
2022-01-13,Danish,22.0,3,13,1,2022,2,0,9.0,18.0,28.0,13.0,30.3,30.3,17.5,13.18
2022-01-13,Croissant,34.0,3,13,1,2022,2,0,21.0,50.0,60.0,21.0,54.09,54.09,35.0,21.71
2022-01-14,Danish,33.0,4,14,1,2022,2,0,22.0,30.0,41.0,4.0,30.3,30.3,20.75,11.93
2022-01-14,Croissant,73.0,4,14,1,2022,2,0,52.0,101.0,121.0,43.0,54.09,54.09,38.25,19.81
2022-01-15,Danish,34.0,5,15,1,2022,2,1,34.0,0.0,0.0,29.0,30.3,30.3,23.5,13.48
2022-01-15,Croissant,60.0,5,15,1,2022,2,1,55.0,0.0,0.0,75.0,54.09,54.09,43.5,26.36
2022-01-16,Croissant,36.0,6,16,1,2022,2,1,12.0,27.0,22.0,22.0,54.09,54.09,44.75,27.2
2022-01-16,Danish,29.0,6,16,1,2022,2,1,5.0,9.0,15.0,15.0,30.3,30.3,23.5,13.48
2022-01-20,Croissant,42.0,3,20,1,2022,3,0,34.0,21.0,50.0,60.0,54.09,54.09,50.75,18.96
2022-01-20,Danish,20.0,3,20,1,2022,3,0,22.0,9.0,18.0,28.0,30.3,30.3,29.5,5.45
2022-01-21,Croissant,44.0,4,21,1,2022,3,0,73.0,52.0,101.0,121.0,54.09,54.09,52.75,16.92
2022-01-21,Danish,17.0,4,21,1,2022,3,0,33.0,22.0,30.0,41.0,30.3,30.3,29.0,6.38
2022-01-22,Croissant,43.0,5,22,1,2022,3,1,60.0,55.0,0.0,0.0,54.09,54.09,45.5,10.25
2022-01-22,Danish,16.0,5,22,1,2022,3,1,34.0,34.0,0.0,0.0,30.3,30.3,25.0,7.87
2022-01-23,Danish,16.0,6,23,1,2022,3,1,29.0,5.0,9.0,20.5,30.3,30.3,20.5,5.92
2022-01-23,Croissant,35.0,6,23,1,2022,3,1,36.0,12.0,27.0,41.25,54.09,54.09,41.25,3.59
2022-01-27,Danish,6.0,3,27,1,2022,4,0,20.0,22.0,9.0,18.0,30.3,30.3,17.25,1.89
2022-01-27,Croissant,34.0,3,27,1,2022,4,0,42.0,34.0,21.0,50.0,54.09,54.09,41.0,4.08
2022-01-28,Danish,22.0,4,28,1,2022,4,0,17.0,33.0,22.0,30.0,30.3,30.3,13.75,5.19
2022-01-28,Croissant,55.0,4,28,1,2022,4,0,44.0,73.0,52.0,101.0,54.09,54.09,39.0,5.23
2022-01-29,Danish,24.0,5,29,1,2022,4,1,16.0,34.0,34.0,0.0,30.3,30.3,15.0,6.63
2022-01-29,Croissant,60.0,5,29,1,2022,4,1,43.0,60.0,55.0,0.0,54.09,54.09,41.75,9.71
2022-01-30,Croissant,54.0,6,30,1,2022,4,1,35.0,36.0,12.0,27.0,54.09,54.09,46.0,13.44
2022-01-30,Danish,20.0,6,30,1,2022,4,1,16.0,29.0,5.0,9.0,30.3,30.3,17.0,8.08
2022-02-03,Croissant,22.0,3,3,2,2022,5,0,34.0,42.0,34.0,21.0,54.09,54.09,50.75,11.47
2022-02-03,Danish,21.0,3,3,2,2022,5,0,6.0,20.0,22.0,9.0,30.3,30.3,18.0,8.16
